,id
2412,402572
2413,402680
2414,403514
2415,403358
2416,404760
2417,404765
2418,405482
2419,405888
2420,184561
2421,60607
2422,28025
2423,208364
2424,55062
2425,400279
2426,400511
2427,346960
2428,401715
2429,393885
2430,403787
2431,403796
2432,400789
2433,403177
2434,400373
2435,406529
2436,407783
2437,406472
2438,45344
2439,51085
2440,90355
2441,19518
2442,74502
2443,129262
2444,408275
2445,44132
2446,398890
2447,400270
2448,400354
2449,400431
2450,401443
2451,401602
2452,402404
2453,402849
2454,404548
2455,404622
2456,373482
2457,406380
2458,407958
2459,408003
2460,408031
2461,229352
2462,176927
2463,405616
2464,12470
2465,409499
2466,99271
2467,69527
2468,27072
2469,16585
2470,22102
2471,61193
2472,405894
2473,406684
2474,399949
2475,400093
2476,400732
2477,401053
2478,401476
2479,402195
2480,403109
2481,403815
2482,403844
2483,403946
2484,404246
2485,404914
2486,405252
2487,405331
2488,403054
2489,398520
2490,401054
2491,407066
2492,396986
2493,408836
2494,58184
2495,75405
2496,51307
2497,9475
